/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/85629964.png

0	109,142,155,162
1	415,297,500,315
2	281,385,363,406
3	108,385,147,402
4	688,832,708,930
5	310,101,506,121
6	111,175,209,193
7	509,147,630,168
8	111,207,202,222
9	551,208,700,229
10	109,235,282,255
11	419,237,612,259
12	108,265,218,283
13	372,267,501,288
14	109,296,220,313
15	284,296,375,316
16	555,299,647,320
17	530,328,666,350
18	112,325,282,344
19	111,355,245,375
20	330,325,465,346
21	555,391,664,409
22	213,492,597,515
23	107,520,245,539
24	108,552,245,571
25	109,582,246,601
26	108,613,245,630
27	109,644,246,662
28	108,675,391,695
29	309,522,446,542
30	308,553,446,571
31	309,584,446,604
32	309,613,445,633
33	306,645,450,663
34	519,524,656,545
35	517,553,658,576
36	519,584,656,608
37	519,616,655,634

5,0	RIGHT
5,1	RIGHT
5,2	RIGHT
5,3	RIGHT
5,6	RIGHT
5,7	RIGHT
5,8	RIGHT
5,10	RIGHT
5,11	RIGHT
5,12	RIGHT
5,13	RIGHT
5,14	RIGHT
5,15	RIGHT
5,16	RIGHT
5,17	RIGHT
5,18	RIGHT
5,19	RIGHT
5,20	RIGHT
5,21	RIGHT
22,23	RIGHT
22,24	RIGHT
22,25	RIGHT
22,26	RIGHT
22,27	RIGHT
22,28	RIGHT
22,29	RIGHT
22,30	RIGHT
22,31	RIGHT
22,32	RIGHT
22,33	RIGHT
22,34	RIGHT
22,35	RIGHT
22,36	RIGHT
22,37	RIGHT
5,9	MISS
