/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/87332450.png

0	107,203,148,217
1	241,215,263,228
2	188,214,210,228
3	345,215,377,226
4	463,214,484,227
5	111,244,170,259
6	188,292,216,305
7	190,337,207,350
8	306,335,330,348
9	384,335,429,346
10	503,334,539,348
11	109,363,170,380
12	471,561,516,575
13	190,655,228,669
14	269,654,307,668
15	111,686,163,701
16	114,716,174,731
17	389,655,448,668
18	641,777,661,855
19	475,835,534,849
20	474,851,503,866
21	109,275,158,290
22	162,145,569,176
23	109,187,217,201
24	330,363,371,376
25	305,292,354,303
26	112,394,195,411
27	164,426,314,440
28	164,441,296,456
29	401,425,505,439
30	401,440,569,454
31	111,489,256,501
32	263,486,384,504
33	238,503,342,519
34	111,504,236,519
35	426,486,472,500
36	426,501,474,516
37	426,532,470,547
38	112,534,308,550
39	151,518,325,534
40	112,591,615,611
41	112,626,188,639
42	507,654,569,668
43	112,774,629,806
44	115,824,159,837
45	165,823,354,881
46	540,834,624,850
47	507,851,594,865

19,46	RIGHT
20,47	RIGHT
26,27	ERROR
26,28	ERROR
26,29	ERROR
26,30	ERROR
31,35	RIGHT
34,36	RIGHT
38,37	RIGHT
44,45	RIGHT
