/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/87093315_87093318.png

0	475,32,512,46
1	298,99,314,110
2	49,167,90,179
3	156,165,202,184
4	270,166,330,183
5	546,167,597,181
6	318,211,373,223
7	49,208,125,223
8	71,237,108,250
9	71,261,117,275
10	71,303,165,317
11	70,325,115,337
12	71,347,110,362
13	341,281,372,296
14	339,367,434,384
15	339,390,383,405
16	338,413,382,424
17	519,30,569,49
18	48,181,110,195
19	156,182,188,193
20	270,182,330,196
21	389,183,420,195
22	545,183,579,197
23	574,262,593,273
24	212,413,237,425
25	212,434,223,444
26	212,545,249,560
27	211,569,241,583
28	212,589,251,603
29	212,612,252,621
30	474,590,511,602
31	475,632,511,644
32	474,566,503,581
33	48,524,109,541
34	318,524,419,541
35	71,567,130,579
36	69,545,118,557
37	71,610,126,622
38	70,628,129,645
39	339,610,400,625
40	50,681,137,695
41	317,682,391,697
42	396,682,462,696
43	677,762,696,853
44	619,31,661,47
45	397,46,449,62
46	404,61,499,75
47	391,75,454,88
48	51,95,222,113
49	226,95,292,112
50	318,95,370,110
51	50,117,171,134
52	175,116,378,133
53	49,137,279,154
54	282,138,378,152
55	389,166,478,183
56	212,238,244,252
57	215,259,267,274
58	213,281,251,295
59	213,303,265,317
60	213,324,278,343
61	212,344,270,359
62	213,365,272,382
63	213,388,292,404
64	319,49,392,61
65	276,59,398,76
66	312,74,383,89
67	70,279,165,296
68	69,367,144,384
69	69,410,178,425
70	70,430,151,445
71	69,453,159,468
72	212,454,259,466
73	474,238,541,254
74	574,238,641,254
75	474,261,514,277
76	474,283,549,298
77	474,304,519,318
78	474,324,521,339
79	475,348,521,361
80	474,367,535,383
81	475,387,543,407
82	474,410,530,425
83	474,430,533,447
84	474,454,512,468
85	341,323,413,341
86	338,347,434,364
87	339,433,408,449
88	339,454,438,469
89	339,474,413,488
90	339,494,446,512
91	338,545,435,559
92	338,565,464,581
93	338,586,455,603
94	338,632,463,662
95	473,545,590,561
96	71,589,135,603
97	211,632,311,666
98	69,693,143,730
99	212,695,257,711
100	337,696,519,712
101	309,759,454,774
102	485,894,694,910

0,17	RIGHT
1,50	RIGHT
3,19	RIGHT
4,20	RIGHT
5,22	RIGHT
7,8	RIGHT
7,9	RIGHT
7,10	RIGHT
7,11	RIGHT
7,12	RIGHT
7,67	RIGHT
7,68	RIGHT
7,69	RIGHT
7,70	RIGHT
7,71	RIGHT
8,56	RIGHT
9,57	RIGHT
10,59	RIGHT
11,60	RIGHT
12,61	RIGHT
13,76	RIGHT
14,80	RIGHT
15,81	RIGHT
16,82	RIGHT
33,35	RIGHT
33,36	RIGHT
33,37	RIGHT
33,38	RIGHT
33,96	RIGHT
34,39	ERROR
34,91	ERROR
34,92	ERROR
34,93	ERROR
34,94	ERROR
35,27	RIGHT
36,26	RIGHT
37,29	RIGHT
38,97	RIGHT
40,98	RIGHT
41,100	RIGHT
48,49	RIGHT
51,52	RIGHT
53,54	RIGHT
55,21	RIGHT
64,45	RIGHT
65,46	RIGHT
66,47	RIGHT
67,58	RIGHT
68,62	RIGHT
68,63	RIGHT
69,24	RIGHT
70,25	RIGHT
71,72	RIGHT
73,75	RIGHT
73,76	RIGHT
73,77	RIGHT
73,78	RIGHT
73,79	RIGHT
73,80	RIGHT
73,81	RIGHT
73,82	RIGHT
73,83	RIGHT
73,84	RIGHT
74,23	RIGHT
85,78	RIGHT
86,79	RIGHT
87,83	RIGHT
88,84	RIGHT
91,95	RIGHT
92,32	RIGHT
93,30	RIGHT
94,31	RIGHT
96,28	RIGHT
98,99	RIGHT
2,18	MISS
6,13	MISS
6,14	MISS
6,15	MISS
6,16	MISS
6,85	MISS
6,86	MISS
6,87	MISS
6,88	MISS
6,89	MISS
6,90	MISS
13,77	MISS
