/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/82837252.png

0	139,186,178,200
1	255,186,291,201
2	580,91,637,123
3	90,288,203,302
4	93,771,113,781
5	671,792,692,884
6	301,94,500,111
7	90,148,186,163
8	234,140,577,157
9	188,183,239,197
10	90,229,185,259
11	235,236,436,254
12	249,278,287,292
13	193,324,496,341
14	90,331,179,346
15	88,374,156,404
16	91,433,185,448
17	90,476,164,490
18	91,520,186,549
19	241,624,446,641
20	91,615,183,646
21	231,781,311,883
22	345,782,450,884
23	91,782,186,869

0,9	RIGHT
3,12	RIGHT
4,21	RIGHT
4,22	RIGHT
4,23	RIGHT
7,8	RIGHT
10,11	RIGHT
14,13	RIGHT
20,19	RIGHT
