/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/87086073.png

0	491,138,512,151
1	87,222,133,236
2	87,385,133,399
3	468,603,483,616
4	489,602,502,617
5	512,601,547,616
6	468,687,483,701
7	489,686,504,700
8	512,687,571,700
9	114,186,181,204
10	207,369,235,386
11	450,366,481,381
12	653,785,668,873
13	211,113,555,136
14	114,142,328,161
15	521,135,629,159
16	88,169,154,180
17	278,221,531,343
18	88,359,194,373
19	386,356,534,371
20	118,409,495,428
21	468,700,584,718
22	470,616,586,631
23	91,926,209,937
24	634,919,693,932

0,15	RIGHT
1,17	RIGHT
2,20	RIGHT
16,9	RIGHT
18,10	RIGHT
19,11	RIGHT
