/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/82092117.png

0	101,345,128,359
1	101,406,146,423
2	460,440,474,455
3	248,84,273,98
4	102,691,138,708
5	632,775,652,874
6	274,82,353,101
7	418,82,588,101
8	102,84,245,100
9	146,148,304,191
10	263,249,466,281
11	351,296,437,314
12	288,296,350,311
13	141,342,235,360
14	222,376,311,393
15	101,374,199,391
16	382,376,499,391
17	503,376,591,393
18	101,439,420,457
19	303,471,536,487
20	97,471,279,488
21	102,503,273,520
22	174,599,555,646
23	161,691,625,813
24	181,887,538,928
25	291,941,425,954
26	183,405,232,423

0,13	RIGHT
1,26	RIGHT
3,6	RIGHT
4,23	RIGHT
12,11	RIGHT
15,14	RIGHT
16,17	RIGHT
18,2	RIGHT
20,19	RIGHT
