/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/82253058_3059.png

0	569,901,671,928
1	383,63,444,76
2	93,203,114,217
3	93,222,132,236
4	93,242,129,256
5	287,279,318,293
6	383,279,415,294
7	481,279,509,293
8	580,281,609,295
9	327,204,432,219
10	329,223,377,236
11	636,279,651,294
12	83,56,190,70
13	217,60,302,73
14	646,68,705,82
15	220,137,541,152
16	299,155,460,170
17	140,203,270,218
18	438,204,521,219
19	382,222,468,237
20	456,240,626,257
21	329,240,449,256
22	140,222,195,237
23	141,240,189,255
24	91,278,227,295
25	239,297,497,314
26	91,335,263,350
27	281,337,358,352
28	91,374,177,389
29	193,374,590,391
30	280,412,644,429
31	90,430,576,447
32	91,411,271,427
33	93,487,455,504
34	90,505,599,523
35	91,582,268,596
36	91,602,637,637
37	93,679,425,693
38	93,698,295,713
39	91,774,472,789
40	91,792,493,808
41	63,925,157,940
42	347,923,420,940

2,17	RIGHT
3,22	RIGHT
4,23	RIGHT
8,11	RIGHT
9,18	RIGHT
10,19	RIGHT
21,20	RIGHT
24,5	RIGHT
24,6	RIGHT
24,7	RIGHT
24,8	RIGHT
26,27	RIGHT
28,29	RIGHT
32,30	RIGHT
32,31	RIGHT
33,34	RIGHT
35,36	RIGHT
37,38	RIGHT
39,40	RIGHT
