/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/82253362_3364.png

0	59,88,77,102
1	58,113,90,126
2	58,162,105,175
3	570,138,594,152
4	161,187,222,198
5	59,214,98,224
6	245,212,270,225
7	281,212,292,222
8	58,261,103,274
9	245,263,270,276
10	449,209,488,224
11	447,261,489,274
12	158,360,225,374
13	277,437,291,448
14	278,455,291,465
15	280,472,290,483
16	280,489,293,500
17	278,507,289,518
18	280,525,293,535
19	280,542,293,553
20	278,557,291,572
21	278,577,291,588
22	535,436,548,451
23	535,455,549,466
24	534,472,549,483
25	59,666,94,679
26	58,718,85,732
27	58,770,105,783
28	204,666,214,676
29	206,682,213,696
30	207,700,213,713
31	207,718,214,732
32	207,737,214,748
33	207,754,213,768
34	206,772,213,782
35	277,666,295,679
36	278,684,292,695
37	277,703,295,714
38	278,719,292,730
39	280,737,291,748
40	278,754,291,765
41	277,771,297,784
42	693,796,711,901
43	76,926,135,940
44	175,89,235,102
45	485,89,573,101
46	411,113,473,126
47	415,138,473,151
48	535,113,593,126
49	537,138,571,149
50	175,112,235,126
51	176,162,432,175
52	58,236,351,250
53	70,286,146,297
54	72,311,146,324
55	72,337,144,348
56	246,288,321,299
57	246,310,320,323
58	246,335,320,349
59	446,286,483,298
60	446,310,482,323
61	449,335,484,350
62	58,380,398,406
63	69,418,163,432
64	189,406,230,432
65	252,406,292,429
66	341,419,431,431
67	460,406,502,430
68	521,408,562,433
69	326,437,369,449
70	327,453,379,467
71	324,472,365,483
72	471,436,491,450
73	471,454,491,468
74	468,472,490,485
75	200,437,219,448
76	199,454,220,467
77	197,472,223,483
78	200,489,220,501
79	200,505,220,519
80	195,522,223,537
81	200,542,220,553
82	200,559,220,572
83	200,577,220,590
84	58,575,112,589
85	58,559,125,570
86	58,539,96,555
87	58,521,146,537
88	58,505,127,520
89	58,489,100,500
90	58,472,111,486
91	58,453,133,466
92	58,436,111,449
93	58,610,405,637
94	69,649,163,660
95	189,637,235,661
96	269,638,310,660
97	341,648,430,662
98	457,637,502,663
99	520,637,564,663
100	58,684,129,697
101	56,701,158,715
102	58,736,104,749
103	58,754,119,767
104	576,925,672,942

0,44	RIGHT
1,50	RIGHT
2,51	RIGHT
5,6	RIGHT
5,10	RIGHT
6,7	RIGHT
8,9	ERROR
8,11	ERROR
45,46	RIGHT
45,47	RIGHT
45,48	RIGHT
45,49	RIGHT
49,3	RIGHT
63,84	RIGHT
63,85	RIGHT
63,86	RIGHT
63,87	RIGHT
63,88	RIGHT
63,89	RIGHT
63,90	RIGHT
63,91	RIGHT
63,92	RIGHT
64,75	RIGHT
64,76	RIGHT
64,77	RIGHT
64,78	RIGHT
64,79	RIGHT
64,80	RIGHT
64,81	RIGHT
64,82	RIGHT
64,83	RIGHT
65,13	RIGHT
65,14	RIGHT
65,15	RIGHT
65,16	RIGHT
65,17	RIGHT
65,18	RIGHT
65,19	RIGHT
65,20	RIGHT
65,21	RIGHT
66,69	RIGHT
66,70	RIGHT
66,71	RIGHT
67,72	RIGHT
67,73	RIGHT
67,74	RIGHT
68,22	RIGHT
68,23	RIGHT
68,24	RIGHT
94,25	RIGHT
94,26	RIGHT
94,27	RIGHT
94,100	RIGHT
94,101	RIGHT
94,102	RIGHT
94,103	RIGHT
95,28	RIGHT
95,29	RIGHT
95,30	RIGHT
95,31	RIGHT
95,32	RIGHT
95,33	RIGHT
95,34	RIGHT
96,35	RIGHT
96,36	RIGHT
96,37	RIGHT
96,38	RIGHT
96,39	RIGHT
96,40	RIGHT
96,41	RIGHT
8,53	MISS
8,54	MISS
8,55	MISS
8,56	MISS
8,57	MISS
8,58	MISS
8,59	MISS
8,60	MISS
8,61	MISS
