/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/82573104.png

1	O	O	82573104	640,722,664,821
6	B-QUESTION	B-QUESTION	date :	164,458,206,479
8	B-QUESTION	B-QUESTION	to :	165,500,192,517
10	B-QUESTION	B-QUESTION	from :	162,539,208,559
12	B-QUESTION	B-QUESTION	room :	161,601,213,618
14	B-QUESTION	B-QUESTION	message :	160,691,254,709
16	B-HEADER	B-HEADER	covington	195,155,538,185
18	I-HEADER	I-HEADER	&	195,155,538,185
19	I-HEADER	I-HEADER	burling	195,155,538,185
21	O	O	xc :	549,75,675,217
24	O	O	rb5	549,75,675,217
26	O	O	12 -	549,75,675,217
28	O	O	9 -	549,75,675,217
30	O	O	99	549,75,675,217
31	O	O	received	549,75,675,217
32	O	O	dec	549,75,675,217
33	O	O	- 9	549,75,675,217
35	O	O	1999	549,75,675,217
36	O	O	r	549,75,675,217
37	O	O	b .	549,75,675,217
39	O	O	spell	549,75,675,217
40	O	O	1201	248,205,489,290
42	O	O	pennsylvania	248,205,489,290
43	O	O	avenue ,	248,205,489,290
45	O	O	n	248,205,489,290
46	O	O	w .	248,205,489,290
48	O	O	p .	248,205,489,290
50	O	O	o .	248,205,489,290
52	O	O	box	248,205,489,290
53	O	O	7566	248,205,489,290
55	O	O	washington	248,205,489,290
56	O	O	d .	248,205,489,290
58	O	O	c .	248,205,489,290
60	O	O	20044 -	248,205,489,290
63	O	O	7566	248,205,489,290
65	O	O	( 202 )	248,205,489,290
68	O	O	662 -	248,205,489,290
71	O	O	6000	248,205,489,290
72	O	O	fax	248,205,489,290
74	O	O	numbers	248,205,489,290
75	O	O	( 202 )	248,205,489,290
78	O	O	662	248,205,489,290
80	O	O	6291	248,205,489,290
83	O	O	or	248,205,489,290
84	O	O	( 202 )	248,205,489,290
87	O	O	737	248,205,489,290
88	O	O	0528	248,205,489,290
90	O	O	fax	248,205,489,290
92	O	O	operator	248,205,489,290
93	O	O	( 202 )	248,205,489,290
96	O	O	662 -	248,205,489,290
99	O	O	6280	248,205,489,290
101	O	O	this	123,330,610,405
102	O	O	facsimile	123,330,610,405
106	O	O	transmission	123,330,610,405
107	O	O	intended	123,330,610,405
108	O	O	only	123,330,610,405
109	O	O	for	123,330,610,405
110	O	O	the	123,330,610,405
111	O	O	addressee	123,330,610,405
113	O	O	shown	123,330,610,405
114	O	O	below	123,330,610,405
115	O	O	lit	123,330,610,405
116	O	O	may	123,330,610,405
117	O	O	contain	123,330,610,405
118	O	O	information	123,330,610,405
119	O	O	that	123,330,610,405
120	O	O	is	123,330,610,405
121	O	O	privileged	123,330,610,405
122	O	O	confidential	123,330,610,405
123	O	O	or	123,330,610,405
124	O	O	otherwise	123,330,610,405
125	O	O	protected	123,330,610,405
126	O	O	from	123,330,610,405
127	O	O	disclosure	123,330,610,405
128	O	O	any	123,330,610,405
129	O	O	review	123,330,610,405
130	O	O	dissemination	123,330,610,405
131	O	O	or	123,330,610,405
132	O	O	use	123,330,610,405
133	O	O	of	123,330,610,405
134	O	O	this	123,330,610,405
135	O	O	transmission	123,330,610,405
136	O	O	or	123,330,610,405
137	O	O	its	123,330,610,405
138	O	O	contents	123,330,610,405
139	O	O	by	123,330,610,405
140	O	O	persons	123,330,610,405
141	O	O	other	123,330,610,405
142	O	O	than	123,330,610,405
143	O	O	the	123,330,610,405
144	O	O	addressee	123,330,610,405
146	O	O	is	123,330,610,405
147	O	O	strictly	123,330,610,405
148	O	O	prohibited	123,330,610,405
149	O	O	you	123,330,610,405
150	O	O	have	123,330,610,405
151	O	O	received	123,330,610,405
152	O	O	this	123,330,610,405
153	O	O	transmission	123,330,610,405
154	O	O	error	123,330,610,405
155	O	O	please	123,330,610,405
156	O	O	notify	123,330,610,405
158	O	O	us	123,330,610,405
159	O	O	immediately	123,330,610,405
160	O	O	and	123,330,610,405
161	O	O	mail	123,330,610,405
162	O	O	the	123,330,610,405
163	O	O	originali	123,330,610,405
165	O	O	to	123,330,610,405
166	O	O	at	123,330,610,405
167	O	O	the	123,330,610,405
168	O	O	above	123,330,610,405
169	O	O	address	123,330,610,405
170	B-ANSWER	B-ANSWER	december	281,457,411,478
171	I-ANSWER	I-ANSWER	9 ,	281,457,411,478
173	I-ANSWER	I-ANSWER	1999	281,457,411,478
174	B-ANSWER	B-ANSWER	haney	281,494,418,517
176	I-ANSWER	I-ANSWER	h .	281,494,418,517
178	I-ANSWER	I-ANSWER	bell ,	281,494,418,517
180	I-ANSWER	I-ANSWER	esq .	281,494,418,517
182	B-ANSWER	B-ANSWER	david	281,538,477,577
183	I-ANSWER	I-ANSWER	h .	281,538,477,577
185	I-ANSWER	I-ANSWER	remes	281,538,477,577
187	I-ANSWER	I-ANSWER	( 202 )	281,538,477,577
190	I-ANSWER	I-ANSWER	778	281,538,477,577
192	I-ANSWER	I-ANSWER	5212	281,538,477,577
194	I-ANSWER	I-ANSWER	-	281,538,477,577
195	I-ANSWER	I-ANSWER	direct	281,538,477,577
196	I-ANSWER	I-ANSWER	fax	281,538,477,577
198	B-ANSWER	B-ANSWER	803e	281,598,545,657
201	I-ANSWER	I-ANSWER	/ /	281,598,545,657
203	I-ANSWER	I-QUESTION	pages	281,598,545,657
204	I-ANSWER	I-QUESTION	( including	281,598,545,657
206	I-ANSWER	I-QUESTION	cover ) [SEP]	281,598,545,657
