/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/82250337_0338.png

0	93,200,113,214
1	91,219,127,232
2	94,236,128,250
3	312,200,407,214
4	312,218,355,231
5	277,268,298,282
6	460,268,484,281
7	552,268,574,279
8	368,270,392,281
9	403,270,413,280
10	450,198,475,212
11	679,814,697,917
12	220,133,504,168
13	139,201,192,214
14	404,218,471,228
15	450,235,508,248
16	313,235,418,248
17	139,219,198,230
18	137,237,183,247
19	93,271,212,285
20	94,321,243,335
21	312,318,542,334
22	91,358,165,371
23	179,358,284,369
24	320,355,512,369
25	93,392,253,406
26	93,413,643,452
27	93,500,492,515
28	93,522,605,559
29	91,609,316,623
30	94,628,515,647
31	91,716,358,731
32	93,737,586,774
33	93,824,320,839
34	93,844,609,904
35	329,950,396,963

0,13	RIGHT
1,17	RIGHT
2,18	RIGHT
3,10	RIGHT
4,14	RIGHT
8,9	RIGHT
16,15	RIGHT
19,5	RIGHT
19,6	RIGHT
19,7	RIGHT
19,8	RIGHT
20,21	RIGHT
22,23	RIGHT
25,26	RIGHT
27,28	RIGHT
29,30	RIGHT
31,32	RIGHT
33,34	RIGHT
