/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/87137840.png

0	123,761,162,776
1	470,627,508,641
2	584,278,631,295
3	658,278,707,293
4	521,279,555,297
5	200,148,254,166
6	271,190,339,208
7	193,278,238,292
8	301,411,323,425
9	357,233,388,248
10	669,802,690,891
11	350,103,497,121
12	137,152,177,167
13	137,194,250,214
14	133,239,347,255
15	134,282,181,297
16	351,278,509,299
17	133,325,224,341
18	248,324,351,339
19	301,363,432,380
20	132,369,289,383
21	132,412,266,429
22	132,457,228,473
23	246,453,337,470
24	410,453,594,473
25	601,450,640,464
26	262,494,353,509
27	132,500,250,515
28	130,542,354,559
29	371,535,563,553
30	127,630,220,645
31	563,619,622,639
32	125,675,321,690
33	351,670,418,684
34	125,716,376,733
35	188,749,278,788

0,35	RIGHT
1,31	RIGHT
12,5	RIGHT
13,6	RIGHT
14,9	RIGHT
15,7	RIGHT
16,2	ERROR
16,3	ERROR
16,4	RIGHT
17,18	RIGHT
20,19	RIGHT
21,8	RIGHT
22,23	RIGHT
24,25	RIGHT
27,26	RIGHT
28,29	RIGHT
32,33	RIGHT
