/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/82251504.png

0	361,304,378,315
1	445,257,460,267
2	248,235,269,248
3	248,268,284,282
4	248,302,280,317
5	306,304,353,318
6	287,303,298,316
7	168,270,179,280
8	86,366,139,381
9	83,472,179,486
10	679,832,701,941
11	69,89,172,101
12	199,88,287,101
13	359,88,552,101
14	611,87,665,101
15	215,183,434,201
16	87,203,168,216
17	446,205,534,220
18	445,221,571,250
19	464,256,500,268
20	313,235,412,249
21	315,267,389,282
22	87,218,125,228
23	88,233,141,246
24	88,250,161,262
25	86,265,146,280
26	87,285,155,299
27	87,303,156,316
28	87,334,240,347
29	246,335,540,352
30	84,351,214,365
31	144,369,568,387
32	81,384,584,436
33	81,487,418,510
34	80,522,583,557
35	84,592,316,608
36	323,595,577,612
37	83,613,215,627
38	81,628,589,683
39	81,715,577,747
40	202,754,350,769

1,19	RIGHT
2,20	RIGHT
3,21	RIGHT
4,6	RIGHT
5,0	RIGHT
8,31	RIGHT
8,32	RIGHT
9,33	RIGHT
16,22	ERROR
16,23	ERROR
16,24	ERROR
16,25	ERROR
16,26	ERROR
16,27	ERROR
17,18	RIGHT
23,20	ERROR
28,29	ERROR
28,30	ERROR
35,36	ERROR
35,37	ERROR
35,38	ERROR
39,40	RIGHT
36,38	MISS
37,38	MISS
