/workspace/AdvancedLiterateMachinery/DocumentUnderstanding/GeoLayoutLM/dataset/funsd_geo/testing_data/images/83635935.png

1	B-QUESTION	B-QUESTION	date :	84,366,129,383
3	B-QUESTION	B-QUESTION	to :	90,399,115,414
5	B-QUESTION	B-QUESTION	from :	83,432,133,447
7	O	O	83635935	650,796,671,898
12	O	O	jun	74,71,309,89
13	O	O	05	74,71,309,89
14	O	O	97	74,71,309,89
15	O	O	02 : 00	74,71,309,89
18	O	O	pm	74,71,309,89
19	O	O	loews	74,71,309,89
22	O	O	corp	74,71,309,89
23	O	O	p .	577,77,611,91
25	O	O	1 /	577,77,611,91
27	O	O	6	577,77,611,91
28	B-HEADER	B-HEADER	loews	309,175,378,199
31	I-HEADER	I-HEADER	corporation	309,175,378,199
32	O	O	667	148,203,533,217
34	O	O	madison	148,203,533,217
35	O	O	avenue ,	148,203,533,217
37	O	O	new	148,203,533,217
38	O	O	york ,	148,203,533,217
40	O	O	n .	148,203,533,217
42	O	O	/	148,203,533,217
43	O	O	10021	148,203,533,217
45	O	O	8087	148,203,533,217
48	O	O	( 212 )	148,203,533,217
51	O	O	545	148,203,533,217
53	O	O	2920	148,203,533,217
55	O	O	fax	148,203,533,217
57	O	O	( 212 )	148,203,533,217
60	O	O	935	148,203,533,217
62	O	O	6801	148,203,533,217
64	O	O	barry	66,267,184,301
65	O	O	hirsch	66,267,184,301
66	O	O	senior	66,267,184,301
67	O	O	vice	66,267,184,301
68	O	O	president	66,267,184,301
69	O	O	secretary	66,267,184,301
70	O	O	&	66,267,184,301
71	O	I-QUESTION	general	66,267,184,301
72	O	O	counsel	66,267,184,301
73	B-HEADER	B-HEADER	fax	294,288,400,332
75	I-HEADER	I-HEADER	confidential	294,288,400,332
76	B-ANSWER	B-ANSWER	june	164,366,236,383
77	I-ANSWER	I-ANSWER	4 ,	164,366,236,383
79	I-ANSWER	I-ANSWER	1997	164,366,236,383
80	B-ANSWER	B-ANSWER	dr .	168,397,355,414
82	I-ANSWER	I-ANSWER	spears /	168,397,355,414
84	I-ANSWER	I-ANSWER	a .	168,397,355,414
86	I-ANSWER	I-ANSWER	j .	168,397,355,414
88	I-ANSWER	I-ANSWER	stevens /	168,397,355,414
90	I-ANSWER	I-ANSWER	r .	168,397,355,414
92	I-ANSWER	I-ANSWER	milstein	168,397,355,414
94	B-ANSWER	B-ANSWER	barry	164,430,235,446
95	I-ANSWER	I-ANSWER	hirsch	164,430,235,446
96	O	B-QUESTION	total	84,462,501,510
97	O	O	number	84,462,501,510
98	O	O	of	84,462,501,510
99	O	O	pages	84,462,501,510
100	O	O	including	84,462,501,510
101	O	O	this	84,462,501,510
102	O	O	cover	84,462,501,510
103	O	O	sheet -	84,462,501,510
105	O	O	6	84,462,501,510
106	O	O	if	84,462,501,510
107	O	O	you	84,462,501,510
108	O	O	do	84,462,501,510
109	O	O	not	84,462,501,510
110	O	O	receive	84,462,501,510
111	O	O	all	84,462,501,510
112	O	O	the	84,462,501,510
113	O	O	pages ,	84,462,501,510
115	O	O	please	84,462,501,510
116	O	O	call	84,462,501,510
117	O	O	carol	84,462,501,510
118	O	O	doktorski	84,462,501,510
122	O	O	at	84,462,501,510
123	O	O	( 212 )	84,462,501,510
126	O	O	545 -	84,462,501,510
129	O	O	2934 .	84,462,501,510
132	B-QUESTION	B-QUESTION	our	102,527,243,542
133	I-QUESTION	I-QUESTION	fax	102,527,243,542
135	I-QUESTION	I-QUESTION	number	102,527,243,542
136	B-ANSWER	B-ANSWER	( 212 )	248,528,334,545
139	I-ANSWER	I-ANSWER	935	248,528,334,545
141	I-ANSWER	I-ANSWER	6801	248,528,334,545
143	O	O	this	84,788,602,844
144	O	O	transmission	84,788,602,844
145	O	O	is	84,788,602,844
146	O	O	intended	84,788,602,844
147	O	O	only	84,788,602,844
148	O	O	for	84,788,602,844
149	O	O	the	84,788,602,844
150	O	O	use	84,788,602,844
151	O	O	of	84,788,602,844
152	O	O	this	84,788,602,844
153	O	O	individual	84,788,602,844
154	O	O	or	84,788,602,844
155	O	O	entity	84,788,602,844
156	O	O	to	84,788,602,844
157	O	O	from	84,788,602,844
158	O	O	it	84,788,602,844
159	O	O	is	84,788,602,844
160	O	O	addressed .	84,788,602,844
162	O	O	and	84,788,602,844
163	O	O	may	84,788,602,844
164	O	O	contain	84,788,602,844
165	O	O	information	84,788,602,844
166	O	O	that	84,788,602,844
167	O	O	is	84,788,602,844
168	O	O	privileged	84,788,602,844
169	O	O	confidential	84,788,602,844
170	O	O	and	84,788,602,844
171	O	O	you	84,788,602,844
172	O	O	you	84,788,602,844
173	O	O	are	84,788,602,844
174	O	O	that	84,788,602,844
175	O	O	my	84,788,602,844
176	O	O	diraydotig	84,788,602,844
180	O	O	disaisonicar	84,788,602,844
184	O	O	of	84,788,602,844
185	O	O	this	84,788,602,844
186	O	O	comkonication	84,788,602,844
189	O	O	ta	84,788,602,844
190	O	O	atrictly	84,788,602,844
193	O	O	prohibited	84,788,602,844
194	O	O	have	84,788,602,844
195	O	O	received	84,788,602,844
196	O	O	tincofmonttios	84,788,602,844
202	O	O	pythond	84,788,602,844
204	O	O	rou	84,788,602,844
206	O	O	origdol	84,788,602,844
210	O	O	yilson	84,788,602,844
212	O	O	atite	84,788,602,844
214	O	O	above	84,788,602,844
215	O	O	addr359	84,788,602,844
219	O	O	via	84,788,602,844
220	O	O	postal	84,788,602,844
221	O	O	service	84,788,602,844
222	O	O	thank	84,788,602,844
223	O	O	you . [SEP]	84,788,602,844
